e, e_dot, e_int, stamp, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
0.0003221109099866837, 0.0, 6.442218199733673e-05, 124494000000, 
